index,loc,crime,salary
2995,2995,7,30
2996,2996,5,50
2997,2997,7,50
2998,2998,10,90
2999,2999,2,70
3000,3000,4,30
3001,3001,5,30
3002,3002,9,90
3003,3003,4,40
3004,3004,8,60
3005,3005,1,90
3006,3006,5,20
3007,3007,4,90
3008,3008,7,40
3009,3009,4,50
3010,3010,6,20
3011,3011,3,60
3012,3012,8,80
3013,3013,7,90
3014,3014,8,30
3015,3015,7,60
3016,3016,9,50
3017,3017,1,60
3018,3018,6,40
3019,3019,4,70
3020,3020,8,90
3021,3021,2,50
3022,3022,5,90
3023,3023,5,20
3024,3024,1,80
3025,3025,9,30
3026,3026,1,80
3027,3027,9,30
3028,3028,4,90
3029,3029,9,20
3030,3030,8,40
3031,3031,10,80
3032,3032,2,30
3033,3033,4,20
3034,3034,10,90
3035,3035,2,90
3036,3036,5,40
3037,3037,10,20
3038,3038,6,90
3039,3039,6,90
3040,3040,2,80
3041,3041,10,70
3042,3042,3,60
3043,3043,4,90
3044,3044,6,30
3045,3045,6,30
3046,3046,5,50
3047,3047,8,70
3048,3048,10,70
3049,3049,1,60
3050,3050,10,60
3051,3051,8,40
3052,3052,9,20
3053,3053,10,90
3054,3054,9,90
3055,3055,6,70
3056,3056,2,50
3057,3057,6,90
3058,3058,1,90
3059,3059,10,70
3060,3060,9,60
3061,3061,2,30
3062,3062,7,80
3063,3063,6,80
3064,3064,10,40
3065,3065,5,50
3066,3066,8,90
3067,3067,9,40
3068,3068,4,70
3069,3069,6,70
3070,3070,10,60
3071,3071,4,30
3072,3072,7,70
3073,3073,4,60
3074,3074,3,50
3075,3075,10,40
3076,3076,1,40
3077,3077,3,80
3078,3078,9,60
3079,3079,9,40
3080,3080,7,70
3081,3081,5,50
3082,3082,1,20
3083,3083,9,30
3084,3084,2,60
3085,3085,4,50
3086,3086,6,50
3087,3087,4,70
3088,3088,9,70
3089,3089,10,80
3090,3090,10,70
3091,3091,3,90
3092,3092,9,40
3093,3093,3,40
3094,3094,5,20
3095,3095,3,70
3096,3096,8,80
3097,3097,4,20
3098,3098,1,80
3099,3099,1,40
3100,3100,10,60
3101,3101,7,40
3102,3102,7,50
3103,3103,4,40
3104,3104,5,20
3105,3105,1,40
3106,3106,4,20
3107,3107,2,20
3108,3108,10,80
3109,3109,5,40
3110,3110,6,50
3111,3111,3,30
3112,3112,9,70
3113,3113,1,30
3114,3114,8,60
3115,3115,8,40
3116,3116,1,70
3117,3117,6,50
3118,3118,6,60
3119,3119,3,20
3120,3120,4,40
3121,3121,1,60
3122,3122,7,30
3123,3123,10,20
3124,3124,5,20
3125,3125,6,70
3126,3126,3,90
3127,3127,7,50
3128,3128,2,40
3129,3129,7,20
3130,3130,2,60
3131,3131,7,80
3132,3132,2,60
3133,3133,7,90
3134,3134,3,20
3135,3135,9,30
3136,3136,8,80
3137,3137,9,60
3138,3138,10,90
3139,3139,3,50
3140,3140,2,80
3141,3141,8,90
3142,3142,9,90
3143,3143,3,50
3144,3144,7,70
3145,3145,10,20
3146,3146,10,90
3147,3147,4,20
3148,3148,7,20
3149,3149,3,80
3150,3150,8,90
3151,3151,8,40
3152,3152,10,80
3153,3153,6,50
3154,3154,3,80
3155,3155,1,70
3156,3156,8,30
3157,3157,4,50
3158,3158,5,40
3159,3159,2,90
3160,3160,4,50
3161,3161,3,60
3162,3162,1,50
3163,3163,6,20
3164,3164,3,40
3165,3165,9,60
3166,3166,7,60
3167,3167,10,30
3168,3168,6,70
3169,3169,7,70
3170,3170,9,90
3171,3171,8,30
3172,3172,1,60
3173,3173,4,20
3174,3174,8,40
3175,3175,2,90
3176,3176,3,30
3177,3177,10,40
3178,3178,9,20
3179,3179,7,90
3180,3180,2,30
3181,3181,3,60
3182,3182,3,80
3183,3183,8,40
3184,3184,8,20
3185,3185,1,70
3186,3186,8,30
3187,3187,6,20
3188,3188,4,60
3189,3189,2,40
3190,3190,7,20
3191,3191,10,20
3192,3192,7,60
3193,3193,8,40
3194,3194,5,60
3195,3195,4,90
3196,3196,2,30
3197,3197,10,70
3198,3198,9,80
3199,3199,10,30
3200,3200,8,60
3201,3201,5,40
3202,3202,10,20
3203,3203,3,60
3204,3204,6,30
3205,3205,3,30
3206,3206,3,50
3207,3207,1,40
3208,3208,9,20
3209,3209,8,60
3210,3210,1,60
3211,3211,7,60
3212,3212,8,70
3213,3213,10,30
3214,3214,8,90
3215,3215,5,50
3216,3216,7,80
3217,3217,8,40
3218,3218,1,80
3219,3219,1,90
3220,3220,10,30
3221,3221,10,80
3222,3222,2,30
3223,3223,10,50
3224,3224,10,50
3225,3225,5,50
3226,3226,2,70
3227,3227,3,70
3228,3228,9,70
3229,3229,10,20
3230,3230,1,30
3231,3231,1,20
3232,3232,1,40
3233,3233,9,70
3234,3234,6,50
3235,3235,9,80
3236,3236,7,50
3237,3237,5,60
3238,3238,3,30
3239,3239,6,50
3240,3240,2,80
3241,3241,7,60
3242,3242,1,50
3243,3243,8,20
3244,3244,8,50
3245,3245,4,20
3246,3246,10,70
3247,3247,5,40
3248,3248,1,20
3249,3249,3,90
3250,3250,6,80
3251,3251,8,90
3252,3252,5,80
3253,3253,2,80
3254,3254,6,60
3255,3255,4,20
3256,3256,4,30
3257,3257,3,90
3258,3258,5,90
3259,3259,7,60
3260,3260,2,90
3261,3261,7,70
3262,3262,10,50
3263,3263,3,60
3264,3264,6,80
3265,3265,6,40
3266,3266,7,30
3267,3267,6,70
3268,3268,6,70
3269,3269,5,40
3270,3270,4,80
3271,3271,8,30
3272,3272,3,60
3273,3273,1,90
3274,3274,1,90
3275,3275,1,70
3276,3276,4,40
3277,3277,9,40
3278,3278,9,50
3279,3279,6,30
3280,3280,2,40
3281,3281,7,70
3282,3282,9,30
3283,3283,7,70
3284,3284,10,30
3285,3285,7,80
3286,3286,7,90
3287,3287,3,50
3288,3288,1,30
3289,3289,5,90
3290,3290,4,50
3291,3291,4,80
3292,3292,4,30
3293,3293,9,50
3294,3294,4,70
3295,3295,5,80
3296,3296,10,70
3297,3297,3,30
3298,3298,10,70
3299,3299,7,40
3300,3300,4,30
3301,3301,4,40
3302,3302,8,90
3303,3303,6,70
3304,3304,2,30
3305,3305,5,30
3306,3306,4,80
3307,3307,1,80
3308,3308,5,60
3309,3309,4,20
3310,3310,10,80
3311,3311,3,70
3312,3312,10,60
3313,3313,2,50
3314,3314,6,80
3315,3315,2,70
3316,3316,2,70
3317,3317,6,30
3318,3318,2,80
3319,3319,5,50
3320,3320,3,80
3321,3321,2,60
3322,3322,4,40
3323,3323,4,70
3324,3324,3,40
3325,3325,9,80
3326,3326,1,70
3327,3327,3,60
3328,3328,6,90
3329,3329,3,70
3330,3330,1,60
3331,3331,3,20
3332,3332,1,60
3333,3333,7,50
3334,3334,7,50
3335,3335,9,20
3336,3336,7,20
3337,3337,1,70
3338,3338,3,60
3339,3339,2,30
3340,3340,10,60
3341,3341,5,20
3342,3342,1,50
3343,3343,2,80
3344,3344,10,40
3345,3345,1,80
3346,3346,3,50
3347,3347,1,40
3348,3348,8,70
3349,3349,10,20
3350,3350,4,70
3351,3351,2,50
3352,3352,10,30
3353,3353,9,40
3354,3354,9,30
3355,3355,1,50
3356,3356,3,60
3357,3357,8,70
3358,3358,9,90
3359,3359,10,80
3360,3360,9,90
3361,3361,2,40
3362,3362,3,80
3363,3363,2,20
3364,3364,1,30
3365,3365,5,30
3366,3366,2,90
3367,3367,7,80
3368,3368,2,50
3369,3369,2,80
3370,3370,1,20
3371,3371,9,70
3372,3372,9,50
3373,3373,10,40
3374,3374,10,20
3375,3375,10,40
3376,3376,4,20
3377,3377,8,20
3378,3378,3,60
3379,3379,5,30
3380,3380,8,40
3381,3381,4,40
3382,3382,7,30
3383,3383,5,30
3384,3384,5,90
3385,3385,3,70
3386,3386,2,80
3387,3387,3,90
3388,3388,6,70
3389,3389,6,90
3390,3390,10,90
3391,3391,5,70
3392,3392,8,60
3393,3393,4,70
3394,3394,10,80
3395,3395,2,40
3396,3396,3,70
3397,3397,10,20
3398,3398,2,90
3399,3399,1,60
3400,3400,5,40
3401,3401,7,80
3402,3402,10,30
3403,3403,5,30
3404,3404,9,20
3405,3405,8,30
3406,3406,5,20
3407,3407,5,40
3408,3408,1,30
3409,3409,8,40
3410,3410,10,70
3411,3411,7,20
3412,3412,3,30
3413,3413,7,90
3414,3414,3,60
3415,3415,2,20
3416,3416,2,30
3417,3417,7,30
3418,3418,8,80
3419,3419,7,90
3420,3420,2,90
3421,3421,4,90
3422,3422,6,60
3423,3423,7,70
3424,3424,2,60
3425,3425,3,40
3426,3426,6,70
3427,3427,10,50
3428,3428,4,20
3429,3429,2,60
3430,3430,8,20
3431,3431,9,70
3432,3432,9,30
3433,3433,1,20
3434,3434,6,80
3435,3435,8,90
3436,3436,1,40
3437,3437,2,70
3438,3438,9,80
3439,3439,8,60
3440,3440,9,50
3441,3441,5,30
3442,3442,1,40
3443,3443,4,60
3444,3444,5,90
3445,3445,6,60
3446,3446,9,30
3447,3447,3,60
3448,3448,6,90
3449,3449,9,50
3450,3450,2,60
3451,3451,2,80
3452,3452,2,30
3453,3453,6,30
3454,3454,8,40
3455,3455,10,50
3456,3456,9,30
3457,3457,7,40
3458,3458,10,60
3459,3459,2,20
3460,3460,9,40
3461,3461,6,70
3462,3462,9,20
3463,3463,2,60
3464,3464,4,30
3465,3465,1,20
3466,3466,9,70
3467,3467,2,80
3468,3468,10,90
3469,3469,6,20
3470,3470,3,90
3471,3471,4,60
3472,3472,1,80
3473,3473,9,90
3474,3474,1,70
3475,3475,3,90
3476,3476,4,50
3477,3477,9,90
3478,3478,1,50
3479,3479,6,90
3480,3480,5,90
3481,3481,1,40
3482,3482,9,60
3483,3483,8,30
3484,3484,7,70
3485,3485,2,20
3486,3486,10,70
3487,3487,9,90
3488,3488,5,30
3489,3489,3,30
3490,3490,4,50
3491,3491,1,70
3492,3492,6,60
3493,3493,10,90
3494,3494,8,60
3495,3495,1,70
3496,3496,9,50
3497,3497,6,60
3498,3498,3,80
3499,3499,3,90
3500,3500,3,80
3501,3501,2,40
3502,3502,10,90
3503,3503,9,80
3504,3504,6,90
3505,3505,2,80
3506,3506,9,50
3507,3507,5,40
3508,3508,6,70
3509,3509,10,50
3510,3510,5,80
3511,3511,5,60
3512,3512,4,30
3513,3513,6,50
3514,3514,5,50
3515,3515,4,60
3516,3516,7,30
3517,3517,1,20
3518,3518,8,20
3519,3519,9,90
3520,3520,6,20
3521,3521,9,80
3522,3522,10,60
3523,3523,3,40
3524,3524,9,90
3525,3525,4,90
3526,3526,4,70
3527,3527,8,50
3528,3528,3,70
3529,3529,3,20
3530,3530,5,70
3531,3531,6,60
3532,3532,4,20
3533,3533,7,60
3534,3534,6,60
3535,3535,8,60
3536,3536,4,20
3537,3537,1,70
3538,3538,5,90
3539,3539,10,90
3540,3540,3,20
3541,3541,8,30
3542,3542,10,60
3543,3543,3,50
3544,3544,9,70
3545,3545,3,90
3546,3546,6,60
3547,3547,3,70
3548,3548,6,40
3549,3549,2,90
3550,3550,6,50
3551,3551,10,50
3552,3552,1,20
3553,3553,4,40
3554,3554,1,50
3555,3555,9,30
3556,3556,7,50
3557,3557,9,40
3558,3558,5,80
3559,3559,10,80
3560,3560,4,20
3561,3561,8,60
3562,3562,4,30
3563,3563,1,20
3564,3564,2,90
3565,3565,8,20
3566,3566,4,90
3567,3567,2,80
3568,3568,1,50
3569,3569,1,30
3570,3570,1,20
3571,3571,8,90
3572,3572,3,80
3573,3573,7,40
3574,3574,2,70
3575,3575,7,40
3576,3576,7,90
3577,3577,4,70
3578,3578,9,60
3579,3579,6,50
3580,3580,9,70
3581,3581,5,30
3582,3582,3,40
3583,3583,8,80
3584,3584,1,50
3585,3585,4,80
3586,3586,7,50
3587,3587,1,40
3588,3588,6,50
3589,3589,7,90
3590,3590,10,40
3591,3591,8,80
3592,3592,10,80
3593,3593,3,40
3594,3594,7,40
3595,3595,2,70
3596,3596,8,60
3597,3597,10,80
3598,3598,10,30
3599,3599,3,90
3600,3600,9,50
3601,3601,6,40
3602,3602,5,60
3603,3603,8,90
3604,3604,9,80
3605,3605,2,40
3606,3606,9,50
3607,3607,1,90
3608,3608,9,80
3609,3609,10,60
3610,3610,1,60
3611,3611,9,60
3612,3612,9,50
3613,3613,7,60
3614,3614,10,30
3615,3615,2,50
3616,3616,8,20
3617,3617,8,50
3618,3618,6,90
3619,3619,6,30
3620,3620,3,70
3621,3621,4,30
3622,3622,7,90
3623,3623,7,90
3624,3624,1,20
3625,3625,10,80
3626,3626,9,70
3627,3627,7,90
3628,3628,1,30
3629,3629,10,50
3630,3630,6,50
3631,3631,6,20
3632,3632,4,90
3633,3633,8,90
3634,3634,5,70
3635,3635,3,90
3636,3636,3,80
3637,3637,6,90
3638,3638,4,80
3639,3639,8,20
3640,3640,5,40
3641,3641,8,90
3642,3642,6,30
3643,3643,6,50
3644,3644,5,60
3645,3645,2,50
3646,3646,10,30
3647,3647,3,80
3648,3648,8,40
3649,3649,5,70
3650,3650,8,40
3651,3651,1,80
3652,3652,8,60
3653,3653,1,20
3654,3654,4,80
3655,3655,9,40
3656,3656,10,20
3657,3657,6,60
3658,3658,4,80
3659,3659,8,90
3660,3660,1,90
3661,3661,4,80
3662,3662,8,40
3663,3663,9,90
3664,3664,10,80
3665,3665,10,40
3666,3666,4,20
3667,3667,6,80
3668,3668,2,60
3669,3669,7,80
3670,3670,1,60
3671,3671,8,40
3672,3672,7,40
3673,3673,3,40
3674,3674,6,80
3675,3675,3,50
3676,3676,10,20
3677,3677,1,40
3678,3678,4,70
3679,3679,4,20
3680,3680,2,50
3681,3681,6,80
3682,3682,4,20
3683,3683,5,70
3684,3684,6,30
3685,3685,6,40
3686,3686,7,80
3687,3687,5,50
3688,3688,3,20
3689,3689,8,70
3690,3690,3,50
3691,3691,9,70
3692,3692,3,90
3693,3693,10,30
3694,3694,8,50
3695,3695,6,90
3696,3696,4,70
3697,3697,4,90
3698,3698,4,60
3699,3699,5,40
3700,3700,10,90
3701,3701,5,70
3702,3702,9,50
3703,3703,9,30
3704,3704,1,80
3705,3705,9,70
3706,3706,1,80
3707,3707,7,90
3708,3708,6,70
3709,3709,8,60
3710,3710,6,30
3711,3711,3,20
3712,3712,3,30
3713,3713,10,20
3714,3714,6,50
3715,3715,8,50
3716,3716,10,40
3717,3717,3,50
3718,3718,10,90
3719,3719,4,90
3720,3720,2,80
3721,3721,2,50
3722,3722,8,80
3723,3723,4,30
3724,3724,5,50
3725,3725,1,30
3726,3726,10,30
3727,3727,10,60
3728,3728,6,70
3729,3729,1,20
3730,3730,10,70
3731,3731,6,40
3732,3732,7,50
3733,3733,8,30
3734,3734,3,80
3735,3735,10,70
3736,3736,6,80
3737,3737,7,70
3738,3738,1,50
3739,3739,8,80
3740,3740,1,70
3741,3741,7,40
3742,3742,3,60
3743,3743,10,50
3744,3744,7,60
3745,3745,2,90
3746,3746,9,40
3747,3747,5,20
3748,3748,3,50
3749,3749,9,70
3750,3750,2,20
3751,3751,6,60
3752,3752,2,70
3753,3753,8,30
3754,3754,9,90
3755,3755,8,90
3756,3756,4,70
3757,3757,3,90
3758,3758,5,60
3759,3759,10,60
3760,3760,5,80
3761,3761,9,30
3762,3762,3,90
3763,3763,8,90
3764,3764,9,60
3765,3765,7,20
3766,3766,3,40
3767,3767,10,90
3768,3768,3,30
3769,3769,10,40
3770,3770,9,20
3771,3771,4,40
3772,3772,2,40
3773,3773,2,80
3774,3774,8,70
3775,3775,2,50
3776,3776,5,70
3777,3777,8,40
3778,3778,6,20
3779,3779,10,70
3780,3780,2,80
3781,3781,2,90
3782,3782,1,40
3783,3783,8,20
3784,3784,8,20
3785,3785,5,30
3786,3786,1,40
3787,3787,3,30
3788,3788,1,50
3789,3789,3,80
3790,3790,7,50
3791,3791,2,30
3792,3792,9,90
3793,3793,3,20
3794,3794,8,50
3795,3795,7,40
3796,3796,5,20
3797,3797,3,50
3798,3798,5,70
3799,3799,2,80
3800,3800,8,60
3801,3801,5,60
3802,3802,3,60
3803,3803,4,80
3804,3804,4,20
3805,3805,4,50
3806,3806,6,80
3807,3807,7,40
3808,3808,8,50
3809,3809,9,90
3810,3810,2,50
3811,3811,10,40
3812,3812,5,60
3813,3813,8,20
3814,3814,8,50
3815,3815,2,50
3816,3816,8,70
3817,3817,2,90
3818,3818,7,90
3819,3819,3,90
3820,3820,1,80
3821,3821,5,60
3822,3822,5,90
3823,3823,3,30
3824,3824,10,20
3825,3825,2,50
3826,3826,6,60
3827,3827,6,50
3828,3828,1,30
3829,3829,10,80
3830,3830,1,80
3831,3831,4,90
3832,3832,3,40
3833,3833,4,90
3834,3834,9,50
3835,3835,3,50
3836,3836,8,30
3837,3837,5,50
3838,3838,5,90
3839,3839,1,80
3840,3840,8,80
3841,3841,7,80
3842,3842,4,70
3843,3843,10,40
3844,3844,7,80
3845,3845,3,60
3846,3846,1,70
3847,3847,6,40
3848,3848,9,40
3849,3849,7,20
3850,3850,8,70
3851,3851,10,50
3852,3852,1,30
3853,3853,10,80
3854,3854,7,80
3855,3855,4,40
3856,3856,7,80
3857,3857,8,90
3858,3858,2,80
3859,3859,4,30
3860,3860,1,40
3861,3861,4,20
3862,3862,6,80
3863,3863,10,60
3864,3864,9,60
3865,3865,4,80
3866,3866,10,20
3867,3867,8,50
3868,3868,10,50
3869,3869,8,60
3870,3870,4,90
3871,3871,10,60
3872,3872,1,50
3873,3873,1,60
3874,3874,8,70
3875,3875,8,80
3876,3876,4,90
3877,3877,8,60
3878,3878,7,60
3879,3879,10,50
3880,3880,10,60
3881,3881,6,60
3882,3882,2,80
3883,3883,2,70
3884,3884,4,30
3885,3885,2,40
3886,3886,2,60
3887,3887,2,30
3888,3888,3,20
3889,3889,8,30
3890,3890,2,40
3891,3891,3,40
3892,3892,9,50
3893,3893,1,60
3894,3894,4,60
3895,3895,6,40
3896,3896,6,20
3897,3897,1,70
3898,3898,5,60
3899,3899,7,90
3900,3900,9,60
3901,3901,6,90
3902,3902,7,70
3903,3903,2,80
3904,3904,2,40
3905,3905,1,80
3906,3906,9,90
3907,3907,8,60
3908,3908,1,50
3909,3909,5,90
3910,3910,2,90
3911,3911,4,70
3912,3912,9,70
3913,3913,4,20
3914,3914,2,50
3915,3915,10,40
3916,3916,7,60
3917,3917,10,70
3918,3918,8,40
3919,3919,9,40
3920,3920,9,70
3921,3921,6,80
3922,3922,9,70
3923,3923,3,30
3924,3924,8,70
3925,3925,9,90
3926,3926,2,60
3927,3927,6,30
3928,3928,6,50
3929,3929,5,70
3930,3930,8,30
3931,3931,5,60
3932,3932,3,30
3933,3933,7,40
3934,3934,8,90
3935,3935,4,20
3936,3936,7,30
3937,3937,4,90
3938,3938,7,50
3939,3939,1,80
3940,3940,3,80
3941,3941,6,90
3942,3942,3,60
3943,3943,1,70
3944,3944,3,90
3945,3945,1,50
3946,3946,10,20
3947,3947,3,30
3948,3948,5,40
3949,3949,9,30
3950,3950,5,20
3951,3951,4,50
3952,3952,7,70
3953,3953,10,90
3954,3954,9,70
3955,3955,1,30
3956,3956,10,30
3957,3957,6,30
3958,3958,4,90
3959,3959,4,20
3960,3960,6,70
3961,3961,9,40
3962,3962,1,70
3963,3963,9,20
3964,3964,1,90
3965,3965,5,60
3966,3966,1,80
3967,3967,5,90
3968,3968,7,50
3969,3969,7,90
3970,3970,1,70
3971,3971,1,20
3972,3972,4,80
3973,3973,9,70
3974,3974,1,40
3975,3975,3,50
3976,3976,3,30
3977,3977,10,50
3978,3978,5,20
3979,3979,3,70
3980,3980,1,60
3981,3981,5,90
3982,3982,4,60
3983,3983,4,90
3984,3984,9,50
3985,3985,4,30
3986,3986,6,60
3987,3987,8,80
3988,3988,6,30
3989,3989,6,30
3990,3990,5,40
3991,3991,6,90
3992,3992,1,30
3993,3993,9,60
3994,3994,8,60
3995,3995,9,60
3996,3996,4,60
3997,3997,10,90
3998,3998,10,20
3999,3999,1,70
4000,4000,5,40
4001,4001,1,50
4002,4002,6,30
4003,4003,3,90
4004,4004,8,70
4005,4005,3,70
4006,4006,9,80
4007,4007,3,50
4008,4008,3,90
4009,4009,3,50
4010,4010,3,40
4011,4011,4,40
4012,4012,8,50
4013,4013,6,50
4014,4014,7,30
4015,4015,5,40
4016,4016,7,70
4017,4017,8,40
4018,4018,6,90
4019,4019,8,30
4020,4020,8,30
4021,4021,2,70
4022,4022,5,70
4023,4023,3,70
4024,4024,4,30
4025,4025,1,60
4026,4026,4,70
4027,4027,9,40
4028,4028,5,90
4029,4029,9,70
4030,4030,9,40
4031,4031,1,70
4032,4032,2,40
4033,4033,2,80
4034,4034,4,50
4035,4035,2,30
4036,4036,5,80
4037,4037,7,50
4038,4038,1,50
4039,4039,5,90
4040,4040,6,80
4041,4041,1,20
4042,4042,9,80
4043,4043,4,40
4044,4044,8,90
4045,4045,8,60
4046,4046,1,90
4047,4047,7,40
4048,4048,3,50
4049,4049,10,80
4050,4050,10,30
4051,4051,4,50
4052,4052,10,40
4053,4053,2,30
4054,4054,3,50
4055,4055,2,70
4056,4056,10,80
4057,4057,10,80
4058,4058,10,60
4059,4059,9,60
4060,4060,7,40
4061,4061,8,40
4062,4062,2,30
4063,4063,9,40
4064,4064,10,30
4065,4065,3,50
4066,4066,3,50
4067,4067,3,60
4068,4068,3,40
4069,4069,1,50
4070,4070,9,50
4071,4071,8,40
4072,4072,2,90
4073,4073,8,50
4074,4074,10,20
4075,4075,3,60
4076,4076,2,30
4077,4077,1,90
4078,4078,5,40
4079,4079,1,50
4080,4080,8,30
4081,4081,10,90
4082,4082,3,40
4083,4083,8,30
4084,4084,3,60
4085,4085,10,60
4086,4086,3,80
4087,4087,3,50
4088,4088,9,40
4089,4089,5,50
4090,4090,2,40
4091,4091,4,50
4092,4092,2,70
4093,4093,10,20
4094,4094,2,20
4095,4095,4,50
4096,4096,4,90
4097,4097,8,70
4098,4098,10,50
4099,4099,6,40
4100,4100,4,90
4101,4101,3,60
4102,4102,1,30
4103,4103,3,50
4104,4104,8,40
4105,4105,3,30
4106,4106,5,90
4107,4107,3,80
4108,4108,4,20
4109,4109,1,70
4110,4110,4,30
4111,4111,5,80
4112,4112,9,90
4113,4113,2,80
4114,4114,9,20
4115,4115,5,50
4116,4116,4,50
4117,4117,4,20
4118,4118,8,90
4119,4119,2,20
4120,4120,8,90
4121,4121,4,50
4122,4122,4,90
4123,4123,10,50
4124,4124,10,20
4125,4125,10,70
4126,4126,6,40
4127,4127,7,70
4128,4128,7,80
4129,4129,10,30
4130,4130,9,60
4131,4131,4,90
4132,4132,9,80
4133,4133,6,70
4134,4134,1,60
4135,4135,8,50
4136,4136,10,20
4137,4137,1,70
4138,4138,2,60
4139,4139,8,80
4140,4140,6,40
4141,4141,10,30
4142,4142,1,90
4143,4143,4,40
4144,4144,10,20
4145,4145,2,30
4146,4146,3,70
4147,4147,10,60
4148,4148,5,90
4149,4149,1,60
4150,4150,4,90
4151,4151,8,20
4152,4152,1,60
4153,4153,2,40
4154,4154,10,80
4155,4155,4,40
4156,4156,8,50
4157,4157,6,50
4158,4158,9,60
4159,4159,3,50
4160,4160,5,60
4161,4161,8,80
4162,4162,10,30
4163,4163,4,50
4164,4164,2,40
4165,4165,8,30
4166,4166,10,80
4167,4167,9,30
4168,4168,1,30
4169,4169,10,80
4170,4170,3,60
4171,4171,10,40
4172,4172,1,50
4173,4173,7,50
4174,4174,7,40
4175,4175,10,50
4176,4176,6,40
4177,4177,7,30
4178,4178,1,90
4179,4179,4,20
4180,4180,4,80
4181,4181,6,30
4182,4182,8,50
4183,4183,6,50
4184,4184,8,90
4185,4185,4,60
4186,4186,2,60
4187,4187,6,30
4188,4188,10,80
4189,4189,10,30
4190,4190,1,80
4191,4191,3,80
4192,4192,10,70
4193,4193,10,50
4194,4194,6,90
4195,4195,1,70
4196,4196,6,30
4197,4197,8,50
4198,4198,1,40
4199,4199,2,90
4200,4200,4,50
4201,4201,9,80
4202,4202,7,70
4203,4203,3,30
4204,4204,4,60
4205,4205,8,20
4206,4206,5,70
4207,4207,1,60
4208,4208,3,40
4209,4209,1,70
4210,4210,1,70
4211,4211,1,40
4212,4212,5,50
4213,4213,10,40
4214,4214,1,70
4215,4215,3,70
4216,4216,5,40
4217,4217,3,40
4218,4218,8,30
4219,4219,5,20
4220,4220,6,40
4221,4221,4,30
4222,4222,5,80
4223,4223,4,90
4224,4224,6,20
4225,4225,10,60
4226,4226,3,90
4227,4227,4,40
4228,4228,8,30
4229,4229,6,30
4230,4230,6,20
4231,4231,9,50
4232,4232,6,20
4233,4233,10,30
4234,4234,8,20
4235,4235,2,40
4236,4236,2,50
4237,4237,6,90
4238,4238,2,50
4239,4239,6,70
4240,4240,3,20
4241,4241,3,60
4242,4242,10,70
4243,4243,6,20
4244,4244,10,90
4245,4245,6,80
4246,4246,8,50
4247,4247,4,80
4248,4248,7,90
4249,4249,1,70
4250,4250,9,70
4251,4251,10,70
4252,4252,6,70
4253,4253,3,90
4254,4254,1,40
4255,4255,10,40
4256,4256,2,80
4257,4257,6,80
4258,4258,10,30
4259,4259,3,30
4260,4260,10,20
4261,4261,9,50
4262,4262,5,90
4263,4263,6,60
4264,4264,10,80
4265,4265,7,30
4266,4266,10,40
4267,4267,3,20
4268,4268,10,70
4269,4269,9,80
4270,4270,1,30
4271,4271,6,80
4272,4272,5,30
4273,4273,1,90
4274,4274,5,80
4275,4275,9,60
4276,4276,9,70
4277,4277,1,90
4278,4278,5,70
4279,4279,8,80
4280,4280,8,50
4281,4281,3,50
4282,4282,5,20
4283,4283,7,30
4284,4284,2,50
4285,4285,5,80
4286,4286,8,40
4287,4287,6,70
4288,4288,9,90
4289,4289,2,60
4290,4290,10,30
4291,4291,6,20
4292,4292,6,50
4293,4293,1,60
4294,4294,1,80
4295,4295,1,70
4296,4296,2,80
4297,4297,10,50
4298,4298,5,70
4299,4299,10,60
4300,4300,2,80
4301,4301,9,20
4302,4302,4,50
4303,4303,4,20
4304,4304,2,70
4305,4305,10,60
4306,4306,1,30
4307,4307,8,50
4308,4308,2,70
4309,4309,8,90
4310,4310,9,50
4311,4311,4,40
4312,4312,2,80
4313,4313,1,90
4314,4314,3,40
4315,4315,7,40
4316,4316,4,90
4317,4317,1,60
4318,4318,5,30
4319,4319,3,30
4320,4320,7,70
4321,4321,1,90
4322,4322,8,40
4323,4323,7,30
4324,4324,2,50
4325,4325,1,40
4326,4326,7,80
4327,4327,3,30
4328,4328,5,30
4329,4329,2,50
4330,4330,5,50
4331,4331,1,50
4332,4332,10,80
4333,4333,9,40
4334,4334,7,80
4335,4335,4,30
4336,4336,10,60
4337,4337,9,80
4338,4338,3,40
4339,4339,1,40
4340,4340,6,70
4341,4341,3,80
4342,4342,4,40
4343,4343,6,40
4344,4344,7,80
4345,4345,10,70
4346,4346,10,90
4347,4347,6,50
4348,4348,10,30
4349,4349,4,20
4350,4350,5,60
4351,4351,4,60
4352,4352,10,80
4353,4353,8,80
4354,4354,3,20
4355,4355,3,40
4356,4356,2,40
4357,4357,10,30
4358,4358,4,50
4359,4359,4,90
4360,4360,10,70
4361,4361,9,40
4362,4362,8,90
4363,4363,6,20
4364,4364,9,20
4365,4365,3,30
4366,4366,8,70
4367,4367,9,60
4368,4368,8,40
4369,4369,10,30
4370,4370,2,20
4371,4371,5,60
4372,4372,3,30
4373,4373,2,50
4374,4374,10,50
4375,4375,2,80
4376,4376,8,30
4377,4377,5,60
4378,4378,9,80
4379,4379,6,20
4380,4380,8,60
4381,4381,7,30
4382,4382,8,80
4383,4383,9,20
4384,4384,3,50
4385,4385,6,60
4386,4386,8,60
4387,4387,4,30
4388,4388,4,50
4389,4389,2,50
4390,4390,1,50
4391,4391,3,70
4392,4392,6,30
